log_loss,accuracy,auc
0.2298284292206355,0.9066147859922179,0.9686928423363005
0.22156006502639364,0.9221789883268483,0.9737851662404092
0.2053400997355972,0.9260700389105059,0.9743332115454877
0.18177403197516218,0.9375,0.9811471382952591
0.23324416918696675,0.89453125,0.9690493736182757
